Date,Cash_In,Cash_Out,Net_Cashflow,End_Balance,Transaction_Count,Lag_1,Lag_7,Rolling_Mean_7,Rolling_Std_7,Rolling_CashIn_7,Rolling_CashOut_7,Target
30-01-2025,387.3314353,5306.82644,-4687.337143,11612.17224,5,580.9971806,-4148.640047,-869.4479287,2406.670517,2005.961858,8171.845365,-436.9716165
31-01-2025,345.5091853,382.4416456,13.84392267,2992.172198,2,-211.9706959,36.61378761,-256.9914495,981.1801989,300,2453.220064,-497.1041552
01-02-2025,138.7125475,4609.666567,-4684.673925,610.9419479,2,4298.296224,1871.154501,-1694.90498,4794.29447,6942.604949,20125.19688,5694.712963
02-02-2025,113.2529831,144.4014341,-272.4369175,4479.999062,1,434.9454797,-135.9043914,-194.7737754,150.9908543,5483.082649,10067.9481,-717.1653272
03-02-2025,1041.198899,499.9325286,-1360.47838,0.8,4,1261.574533,-449.4825695,-360.9874907,1224.537607,300,7017.60647,1250.684329
04-02-2025,2437.185129,442.5135761,933.4394398,1099.264141,2,-2544.154482,1337.608709,-558.6854352,3031.928366,8443.322055,11267.72617,-145.1322377
05-02-2025,1577.889003,0,874.5013595,3622.29681,2,-347.4788497,265.0930745,159.3331988,1538.036914,6015.367403,7508.334334,264.821368
06-02-2025,5836.091673,4712.163962,43.58626746,1577.893495,6,-264.024426,162.4500308,-356.4565405,1715.600933,10052.90182,10078.0262,52.11737479
07-02-2025,251.2037219,11118.8368,-11634.43516,2225.382178,6,11484.51717,-1701.626035,278.9263078,6740.247162,17239.32741,17235.87633,-215.1070579
08-02-2025,329.0444346,276.4560319,270.1596904,30265.87463,4,128.8527367,144.126262,3219.914209,23502.00514,89137.58762,64173.61801,1664.671326
09-02-2025,1156.084989,1910.689742,-840.3786731,455.7189391,4,-198.2538465,1337.984439,27.71268544,6761.392073,14872.66468,16389.68027,-438.8533012
10-02-2025,278.6005783,2626.885621,-1830.774572,13890.131,5,-299.4386516,739.5200174,-464.7983054,1987.143718,6599.464109,9137.52874,-12959.20612
11-02-2025,398.6689816,0,12.17079838,0.8,1,-3725.049086,871.2804865,-85.43318841,1972.802542,7050.203703,7431.793066,164.0194447
12-02-2025,0,200.6501107,-559.536993,309.7105184,3,-2001.834673,850.5325812,-1100.40713,2930.011185,6621.154653,13554.99615,587.1324442
13-02-2025,1833.254532,324.7026203,1585.662205,2156.949847,5,-1185.950909,-162.1615879,157.7323765,1432.820204,10234.123,7768.351562,11465.69825
14-02-2025,281.0220416,0,360.2375297,2164.778043,2,-595.9377664,-1156.179722,121.0329292,3242.410874,8050.072193,7854.38711,-992.4630126
15-02-2025,483.4223989,6316.868939,-5885.419957,286.5080299,6,1024.549419,264.9839077,-1160.390481,4510.735407,6617.766276,18872.70731,569.7070459
16-02-2025,268.5549579,0,-965.5520303,943.2513466,4,-448.1404752,251.0168196,-35.8885853,447.787972,2576.464163,745,648.1642561
17-02-2025,0,398.7725489,-526.2859107,3816.067002,4,-430.7636909,-149.8845243,-221.5544926,790.8020444,2081.168586,1732.984125,548.230375
18-02-2025,1167.792898,886.6284966,437.1035626,0.8,6,-2163.150933,-2399.497729,-75.57152007,786.4827661,37672.79712,37125.94184,592.4747779
19-02-2025,0,2401.533367,-2072.584834,1186.943763,8,227.658372,-169.7461361,-669.7520806,2925.230939,6070.893884,11317.79944,1251.280681
20-02-2025,400.3130713,0,67.17123478,24726.09565,3,645.971489,-464.3444162,3416.414336,7346.352526,42741.55654,20843.72873,-1171.977001
21-02-2025,210.7191028,450.5720108,-38.22905212,0.8,3,-881.9433222,183.5368468,-45.7382851,1099.034762,5955.032154,8990.343171,-411.5958042
22-02-2025,186.7974072,370.273945,942.2222039,2420.144853,1,872.9157402,-1109.236552,169.3301356,1270.035076,3664.625315,1654.477587,103.2520528
23-02-2025,0,2860.223005,-3402.799622,1276.406744,1,-44.65241446,-193.6622808,-644.672977,1871.563056,2427.770349,5521.287841,234.7561707
24-02-2025,0,97.33043866,-357.5529548,23942.16034,3,-254.2642931,-453.4977439,3432.598766,7731.921919,43010.82045,20164.05945,-976.8578378
25-02-2025,0,580.9028811,-562.9646645,0.8,1,-5197.448472,1784.769697,-4998.142857,11412.99159,15361.78834,50132.85879,543.9820747
26-02-2025,2567.241279,0,374.1486839,7508.80284,4,-385.5907625,222.1737715,787.7632452,150.9908543,6730.400216,745,-1572.938187
27-02-2025,973.9496335,0,-189.6782465,1193.652518,3,-48.80749193,-29377.97568,-601.7649481,1251.781784,10918.69544,17143.89852,1674.653086
28-02-2025,86.79229183,1386.138198,-244.7127732,357.6801984,3,47.13405856,3687.756241,-421.2320523,1653.651631,8696.687179,11119.80969,694.6825174
01-03-2025,1600.458048,3298.21545,-2326.929116,12578.2138,5,-1028.845272,1947.715118,-698.9111039,1665.031878,3943.780492,9931.572971,-12512.95224
02-03-2025,523.094758,0,731.9726241,2524.112994,4,-1068.088575,244.5026249,3.564875488,1533.273063,6035.664072,6041.60459,-1048.519541
03-03-2025,0,401.9272543,-1046.945039,1132.533702,2,-43.2396463,11693.36213,-1995.212261,4678.634813,300,16840.53913,148.7240929
04-03-2025,0,0,-335.925879,7064.741422,2,111.8587526,38.19968395,697.3537581,2497.783729,8528.096149,2770.933946,-326.0825913
05-03-2025,0,0,-235.2965391,3279.563496,2,985.7597737,894.7250755,-20.88331264,542.8638491,3236.066878,3308.959595,12.99824284
06-03-2025,0,511.8409478,178.646573,2959.859709,3,2318.232252,-795.2267604,-218.8433491,6288.526484,16927.57011,13516.19789,-3008.752496
07-03-2025,5936.331613,923.3782536,4461.63562,3862.99649,5,-4550.725192,2047.91987,-1209.030129,5285.526388,11703.89603,19240.30235,104.8185737
08-03-2025,1636.927244,0,1224.865225,31173.30791,3,22.96044244,-378.4187432,3310.912437,23234.82114,90470.67492,63938.74139,2546.313185
09-03-2025,390.3871204,0,729.7836533,2492.982435,2,-186.4263775,-66.60756637,-338.0308834,323.2442076,300,4459.468691,-570.2599415
10-03-2025,1521.922719,366.6296422,461.3622293,35398.27273,3,1690.971188,-12440.01267,3283.880477,21768.11754,54513.08666,32927.2877,15.72677858
11-03-2025,2134.038488,14502.39192,-13495.98439,12584.4658,7,19108.71492,29.09903018,1649.77795,8781.068121,53339.04581,41195.26864,45720
12-03-2025,2221.727241,0,2388.526792,3370.265067,7,-1154.998163,-357.5278991,380.6542736,1156.428375,4799.292575,4018.750826,-4508.641276
13-03-2025,919.8195206,617.9328808,883.5749284,4719.880402,2,109.0055308,-782.7247469,-49.79118967,620.9128751,4021.117066,5170.672373,1154.428225
14-03-2025,19428.30718,199.6043404,20474.27625,25184.38573,3,109.6697826,-3305.609021,3444.16952,7702.403021,23963.77597,755.1438021,-982.828136
15-03-2025,415.4473731,186.0157044,-736.3190319,5356.539247,4,-854.6687892,-11675.6706,844.9193344,2539.148609,10883.46222,4704.241282,1427.272063
16-03-2025,793.4259779,396.2372308,778.9385232,53.31392325,5,304.8868387,-11340.7604,-357.5140679,1159.114191,4936.284605,5648.876335,1671.467897
17-03-2025,0,845.4822808,-179.7501348,745.6512312,6,-455.4206022,1626.585263,-329.9190371,1781.272912,3800.260183,8027.089113,1035.619275
18-03-2025,1376.146587,47.88565457,252.4375288,7159.080964,2,368.7963188,2085.205699,-4409.305875,11627.1079,9491.88391,40381.218,-87.19797913
19-03-2025,2675.771985,407.7398202,2522.499722,4395.476994,3,312.7239331,-822.0449462,434.0459556,1632.45225,5315.727917,2113.845537,-1352.078896
20-03-2025,336.6962244,403.699342,932.6278381,2573.597957,4,87.51016331,-863.6103835,510.8527122,422.6217725,11290.17709,6529.220028,-453.7240165
21-03-2025,230.9036916,456.5601132,-778.632789,251.3950698,3,-1184.957289,200.0558337,-361.5718071,2277.219216,5678.0832,5317.923591,-156.9635297
22-03-2025,674.3612044,2072.848312,-552.3388916,1639.179368,6,1491.331091,403.9426764,98.68702429,1403.423011,6047.005643,10106.01599,1200.234698
23-03-2025,0,10354.17867,-10346.58361,3020.608433,4,10010.92847,211.729657,75.17879887,6283.135061,15296.35822,12060.31642,-2611.963029
24-03-2025,625.9731424,14.22970088,806.1880298,5420.937797,1,-4481.960824,-137.2030541,-348.5131121,3036.784938,10111.30377,10279.11036,-5327.866703
25-03-2025,377.1621371,461.9937374,-772.9115903,271.68311,2,-584.5496112,11382.34957,-2001.345213,4543.158479,2050.323936,15895.26417,359.9410613
26-03-2025,670.4407717,2214.153507,229.5924107,200.6712017,6,-426.5957663,2007.801931,-369.4414692,517.5527892,3901.962186,5655.995127,1539.892351
27-03-2025,1421.945506,1037.544066,-1381.116075,2447.138109,2,339.6889472,2054.283087,-78.3555922,595.5960597,2085.090579,4350.392004,-2056.324408
28-03-2025,1602.364595,8252.870435,-6736.204885,1625.260263,5,186.3912681,1006.816474,-97.43795415,2260.283588,8888.559755,9792.901623,1572.640911
29-03-2025,2739.07794,1887.417788,63.89946326,1786.87691,3,2332.866036,-240.5064271,-131.200398,980.2339564,38227.00429,39722.79931,-2081.534934
30-03-2025,1021.697442,559.1357401,1624.653304,1953.744482,5,-813.6893192,85.42913303,230.4725126,1857.021536,10186.27836,7820.940145,11848.53839
31-03-2025,1361.764716,579.2637762,1136.744135,7985.097602,2,-1200.649309,1741.924611,299.2511012,1068.967374,6674.533738,5507.837206,1296.700896
01-04-2025,1115.840447,1498.36522,-136.7761812,2494.299947,7,531.0745388,-698.4546953,33.80757969,6881.975699,19890.58447,17352.74755,-1002.830247
02-04-2025,9.570284757,808.9551497,-320.5682597,5001.180401,5,749.9634963,3934.890681,43.14841069,2832.230711,11864.7523,14616.79308,-1237.789655
03-04-2025,1498.856263,0,1929.779419,1100.9,5,630.7302662,-183.4174933,-128.9066389,449.0328233,7568.689,7053.009459,734.6670997
04-04-2025,285.2934188,276.1040576,-264.404187,1833.658517,2,-424.5933258,789.1563806,-38.51213947,150.9908543,882.69364,1201.855865,-320.0275266
05-04-2025,5048.134106,3299.076915,795.4515078,5534.958388,6,3667.470396,-313.1841107,1200.75208,1174.013221,15932.93012,7652.259977,-1724.318333
06-04-2025,1835.969266,116.5908959,2104.736187,3712.859148,2,1302.435925,-831.0299297,-81.33836897,2393.430263,13302.35812,13767.95915,-230.8676909
07-04-2025,434.4015056,5150.685649,-5838.683084,12356.79486,5,180.121016,-4517.830852,-616.0368956,1997.100282,4725.858733,9022.511398,2025.664498
08-04-2025,11280.35704,146.5117298,11608.89767,14684.14039,5,1098.346872,-80.58643265,1865.878964,4634.488324,19775.66371,8465.421041,-12018.74745
09-04-2025,3560.131466,4685.953403,-533.491906,1161.55578,5,1409.369674,1011.40512,38.22441946,1569.238075,40260.391,42062.07592,-581.6429866
10-04-2025,0,105.9478026,-177.482857,2741.495376,1,-5410.772823,844.0190067,-4998.142857,11172.69805,11775.70698,51275.18619,1198.403009
11-04-2025,3881.685729,2112.582522,761.2275034,1389.23331,5,-1247.556803,-526.6671256,230.1164337,150.9908543,8229.531726,9187.512161,-1377.423743
12-04-2025,238.5186917,2850.959281,-2181.130897,0.8,2,950.6531033,489.0707459,-271.7281729,5903.166491,14795.52658,17639.37273,91.59905201
13-04-2025,66.58768627,4373.068158,-4549.811353,990.31209,4,378.4449239,38.49036637,-914.4086071,2926.355482,6658.208779,11084.86843,557.1630618
14-04-2025,1547.11882,63.55631501,-0.409243834,1733.747147,6,-544.0753041,1318.808008,-208.912709,681.0196468,5294.598674,5110.92191,-1819.158533
15-04-2025,0,2072.920713,-1535.49069,4377.309243,3,2164.973931,-52.16664187,491.0907437,821.7667901,8867.207237,3318.530085,-233.2659114
16-04-2025,734.5488834,1027.253388,850.5395045,2755.306273,2,1017.959129,-343.4886188,-119.2011861,912.9737687,4665.54234,1845.968838,1306.138066
17-04-2025,116.0448101,614.19827,-182.7164008,29737.46452,2,-28507.06075,3413.100486,3437.441286,23011.48984,87641.6581,66817.16734,582.6852183
18-04-2025,1319.265711,361.9369297,798.444222,2366.735773,4,-1335.248188,1376.691365,-89.31709101,583.5861413,9061.169604,7608.303982,-699.6307667
19-04-2025,0,150.0914395,1201.319968,2917.903603,2,1777.325828,1890.914801,146.2570468,558.2660997,3207.98372,1496.547883,-173.3285514
20-04-2025,274.4703473,715.099974,-275.1963889,22500.15336,6,-68.24296673,62.24366813,-168.383076,150.9908543,300,1803.120906,-4498.72208
21-04-2025,334.2629084,598.6078136,340.8666368,340.3696493,3,-696.6671247,84.42891541,-189.0916844,150.9908543,300,1682.72351,902.0522513
22-04-2025,387.5361621,0,595.8320041,1420.819777,6,218.5695446,994.8385704,-279.3986528,1753.769518,5420.893945,8738.228449,1539.478693
23-04-2025,1297.24568,589.4189828,-1322.025086,1606.276168,8,874.9600999,-163.968916,-19.51296925,913.2936953,7991.119064,10795.24176,50.92569889
24-04-2025,462.6085265,466.8955327,-116.1036129,3254.945251,2,1555.994335,1851.051971,294.1371243,789.928723,3455.228584,4729.631417,-478.5892388
25-04-2025,217.945053,0,461.5254352,5493.306488,4,-426.7773502,-11933.35467,356.9082384,3701.086796,10625.66798,6755.802282,158.281558
26-04-2025,0,127.3257993,-205.8181878,1890.932477,2,-900.8248951,-6580.627878,444.0785049,196.6462497,9810.556109,8238.781916,-1337.690699
27-04-2025,1118.542043,513.8905009,73.756985,6998.727624,4,1768.519327,909.7273162,1047.019528,1620.254418,9802.512861,1790.217587,-7437.851234
28-04-2025,119.0683563,1884.499719,-1856.871941,1873.958825,4,2118.340342,-616.0422633,178.4380071,1845.517561,8918.188424,4303.751476,-368.1704857
29-04-2025,1010.472318,424.254094,1123.369963,959.4791272,2,-2020.598089,1961.842205,-471.8094128,3004.978082,4119.129033,11942.07128,-2145.821415
30-04-2025,236.9384627,639.2854963,-812.3778027,7971.282058,3,1998.172357,105.2581163,359.2446583,999.7759833,6808.260593,4917.138742,-25.07943393
01-05-2025,3860.331201,2735.161978,1574.060858,1405.8833,5,-877.0745923,-629.3191783,66.0193547,1790.445011,11735.97586,9035.322818,-68.84101082
02-05-2025,1135.744498,0,1376.879235,86.14210341,2,-4348.582346,-527.4768409,-219.1829282,2025.602483,11086.81582,6994.184038,162.7908936
03-05-2025,0,584.1188006,-293.5453227,23258.99279,1,-900.9562764,-145.7890257,-471.9108908,373.0567014,2445.662981,1716.574481,-746.4853417
04-05-2025,2443.507268,1089.408397,-227.1200747,7101.874169,2,36.81064061,642.7891216,-4515.932364,11449.44452,9062.32983,39038.24624,-1117.23133
05-05-2025,2015.923065,52.79163776,1432.565152,3089.168428,5,689.4866642,1989.247113,-25.99269754,2475.319872,8418.213312,8196.57123,-2580.809138
06-05-2025,372.0250194,1058.304164,785.5037594,20252.73089,6,-328.1441572,106.656069,-338.7217565,150.9908543,1584.310324,2787.53314,-4825.899814
07-05-2025,2469.141182,644.1017544,1732.009158,11910.16599,3,743.958413,-626.3351033,-148.6634328,2612.905451,4238.039654,6834.016263,410.8715873
08-05-2025,1889.883223,338.1753221,1992.449005,13820.48777,3,659.2897307,-249.2158752,-192.9336116,1934.261111,5977.721377,8681.00498,1050.228907
09-05-2025,441.3662677,99.59353383,-226.9115865,136.3983144,1,-436.9128001,2066.738708,-343.490312,1754.753431,1599.019915,5249.919025,-99.9674295
10-05-2025,1005.491984,302.9883746,1221.998556,7483.520272,4,-29781,963.5074569,-4001.345841,11828.59741,10607.51954,39190.73708,268.9250219
11-05-2025,847.1399132,0,507.4488633,3171.276085,3,1639.172097,76.37717956,147.999472,635.2663427,2533.245214,2768.802231,8916.50875
12-05-2025,808.1722996,1138.300616,-118.5362749,2630.970488,5,-194.1468735,-611.3015716,-13.99069977,950.2703332,4266.610061,5468.215922,-289.5460025
13-05-2025,0,443.1019706,-290.636995,496.2771859,2,635.6650489,3009.414232,-2010.724262,3002.341326,2920.292229,17447.584,1832.775884
14-05-2025,845.7718074,220.5981702,-284.7530923,2200.656308,2,248.2246127,105.9320988,100.3853701,1307.80465,4372.832848,3625.768672,1487.763014
15-05-2025,1304.434288,71.99994682,2012.337615,0.8,2,-1222.995103,-2242.319333,191.0453516,3535.624498,6953.563628,5915.612256,-903.351622
16-05-2025,1773.454015,31932,-29715.65007,6507.327271,9,417.0588521,313.8609002,-4232.785811,12015.56569,8742.170363,38328.37526,1111.753969
17-05-2025,0,0,-271.6730144,0.8,1,-107.2622867,-2654.462989,161.347607,2194.579386,4703.374248,2978.155185,4331.281319
18-05-2025,0,727.5387262,-186.0584109,6730.772937,3,-25.06954088,713.6163277,801.438559,2487.656924,5128.496714,4300.501295,940.7006483
19-05-2025,1619.132438,307.605192,1384.778659,6468.48576,7,-1816.815326,-279.6950776,161.1969305,2117.593017,5763.773999,2801.076968,-4386.741812
20-05-2025,1958.583205,211.1416924,598.7879358,3210.261676,4,-1226.421489,229.3805968,38.22327845,1362.548067,9859.355992,8090.026257,-1227.579974
21-05-2025,1300.206369,306.7041774,588.2505907,5915.302643,4,-519.8348185,-823.9509121,958.4586392,970.300629,9311.384196,4155.658976,1416.230232
22-05-2025,1585.879107,134.89876,1276.201225,3184.126992,2,1942.76014,1051.034928,-139.6342747,2005.377566,6462.484966,6774.787431,34.25097178
23-05-2025,1274.604608,454.1592331,1165.5905,4049.278689,2,-135.6539642,1067.597939,127.2980246,1374.538508,8251.22666,8702.277364,259.9491674
24-05-2025,80.1003762,667.3440566,361.6315653,2282.21821,6,1028.648905,1684.9223,-526.8430365,1014.051597,3375.773839,6850.988577,528.2025973
25-05-2025,1998.566151,14745.47351,-12639.93067,11768.16992,7,18978.68813,860.6544179,1604.103647,8937.20451,52210.68666,40876.78763,45720
26-05-2025,1618.408513,1515.405818,-359.9043156,0.8,7,-2458.841753,-536.4750578,-516.260976,1118.390541,5644.589677,6761.937216,1104.05869
27-05-2025,0,1673.581725,-1292.509381,2071.386068,3,3239.838253,-347.0742216,109.3608012,1178.100085,5295.235565,2595.169784,2850.478208
28-05-2025,4457.117803,2168.305821,848.0486853,1792.241736,5,-684.4405221,306.8656942,139.464997,1268.254221,11592.89592,7883.16625,-312.1717085
29-05-2025,893.1230137,0,644.3715775,3738.90834,1,2375.155685,317.2507919,103.2145577,1247.442551,4757.888433,7121.320441,-1363.912937
30-05-2025,1141.608971,413.6680901,-374.5647756,0.8,2,361.7453133,2732.504614,-1407.025942,3713.556603,4554.64405,16340.81054,-608.7379064
31-05-2025,0,237.3394054,-2.655513731,2263.0776,4,-1099.136617,-1566.807781,-228.1282091,292.6686365,3735.982329,5443.968383,-192.9368652
01-06-2025,0,2066.108252,-1845.61424,956.9321824,8,1289.157257,-69.48469246,-758.0326092,3282.629772,9971.907786,9365.168078,2435.799159
02-06-2025,0,0,-684.5706878,677.9009398,2,-2859.724957,-1845.331651,-177.2113089,380.5416937,4140.675976,2777.493565,434.705604
03-06-2025,90.71780012,142.0597112,153.0281411,5830.002973,1,-1231.332759,1122.086731,437.3827216,451.4994062,6800.935742,2186.717586,602.2898952
04-06-2025,148.3139653,1073.279745,-948.974618,2761.771832,3,1024.302887,98.19572276,-130.4012076,978.8776743,300,4386.526895,-1189.624899
05-06-2025,0,77.91956905,-462.9471836,409.2165576,5,-60.46101956,-555.1096517,-327.7300845,1220.414371,4311.609563,6089.867719,124.6223489
06-06-2025,0,5720.33199,-6958.153833,1991.201739,7,334.5556727,6654.334579,-544.5230993,1965.749934,4798.274077,9493.43566,395.1728618
07-06-2025,91.16011471,101.5767793,-163.288496,1969.41946,4,-1074.912884,-1604.157901,-131.730297,6934.815838,17809.99692,17655.0604,-1837.261472
08-06-2025,2180.279245,1278.273222,1517.128051,1948.111477,5,657.3339387,1597.427501,-290.7023606,2451.144932,8157.792671,8842.258983,-3665.757103
09-06-2025,1850.71414,174.5598126,1274.304821,9981.391427,3,-328.7564497,-2609.355683,334.0216853,652.4306599,7964.935411,3623.402591,2934.190795
10-06-2025,153.0586691,11130.09505,-11295.88434,527.7316818,6,11174.13012,-813.8747387,206.9850989,6685.422558,18536.88323,17443.97606,-336.5097918
11-06-2025,523.5607563,0,-511.5421002,22358.67268,2,-1257.082137,20105.97292,-168.4700685,150.9908543,21511.57865,20754.67583,143.0665253
12-06-2025,55.4203255,1110.837649,228.5650888,5415.112326,5,745.7136058,3573.253005,36.04554947,2920.126043,14289.44152,11073.49133,674.1382221
13-06-2025,1064.772451,1665.253015,-940.023207,1026.180475,3,145.0848632,662.5648941,230.5114483,873.5644986,7703.71999,8111.739978,-992.1192327
14-06-2025,648.0942881,0,-2401.751117,1707.761339,2,-2531.075877,-385.120631,-519.8429635,1311.74354,5088.745905,5672.197277,707.7007259
15-06-2025,902.7794889,483.1407844,-485.5683717,2310.809793,4,-1046.225848,-583.3876699,-345.3706796,1122.753059,4320.670876,3834.347833,-723.6764651
16-06-2025,290.8535031,223.4885751,-672.2126678,1803.948788,3,-90.39483665,1080.352038,149.5067098,1303.728037,6189.695484,5010.514314,-146.4270876
17-06-2025,0,384.6628268,-615.1369161,3338.919212,1,845.932848,-262.8091356,-783.240248,1907.33204,7370.087271,6958.583689,1300.783765
18-06-2025,1903.828613,15068.38348,-12598.78584,11775.67585,7,19184.02885,711.7545663,1577.179784,8988.72137,52377.94316,41002.0055,45661.80147
19-06-2025,1997.888469,2034.325413,99.43006139,1093.576837,7,-694.9393331,584.6066174,-282.2806774,479.9148868,1311.373034,5202.504012,-2217.855153
20-06-2025,237.0511521,1027.999833,-588.7048817,0.8,3,726.4676961,527.4218412,-253.0772645,2623.963969,5634.332643,7980.107102,-323.4637941
21-06-2025,593.3871325,1227.764081,594.9030386,3025.92108,3,-241.002172,922.8341628,188.337151,1271.431946,5687.001277,6409.523049,1477.940813
22-06-2025,21.56449196,1204.093758,-491.9676746,15528.04575,2,342.5192416,88.20806419,-1184.66126,1541.46373,300,7310.744657,276.3935119
23-06-2025,35.76004163,334.9533477,936.15478,2600.279965,3,-448.9570412,-1482.777266,-322.346417,2212.810358,5188.221559,8757.63154,2252.003552
24-06-2025,2149.55698,339.934545,1709.63886,1282.808057,6,-4528.23943,-1125.12521,-66.63513098,2909.060997,6142.065407,8003.998312,-1672.692887
25-06-2025,0,761.079019,49.28964235,8248.758993,3,907.0791654,394.0967177,401.3068534,831.8080967,6094.144064,5557.686318,212.9459129
26-06-2025,665.0077128,0,495.8907156,2747.150285,1,783.0725746,2290.885296,-330.8346116,3207.930531,6524.96409,8749.287764,-1522.201656
27-06-2025,0,2463.022288,-2435.966297,0.8,8,789.5583191,-854.8259525,-593.7166205,3186.624219,9266.427267,11907.06147,1252.112877
28-06-2025,483.0652178,0,-1045.575253,0.8,1,-113.4780913,-431.7655062,482.8254356,1683.209111,38734.13787,40016.87629,1029.066115
29-06-2025,0,380.4779851,414.5230245,1600.047492,4,273.7374062,2600.302177,-237.3276888,2806.714565,1538.471135,6043.278422,211.954113
30-06-2025,195.2930718,3852.226501,-5483.257535,11906.15943,5,128.4577097,-5008.955439,-796.7206759,2539.044772,5517.563596,6311.499963,150.4370502
01-07-2025,156.0104906,6388.184586,-4258.472022,1533.841215,6,940.1017172,199.4363074,-1087.355738,3559.678687,7101.404043,16112.09768,818.3713397
02-07-2025,0,0,-266.9319659,2022.945694,1,1192.736144,594.3139421,-510.1767112,2395.654005,5872.783801,7809.863345,626.7345224
03-07-2025,6891.369284,999.9740594,5107.912917,4962.267783,5,-4434.19621,1476.488979,-1147.015434,5975.205162,13196.62045,23253.02674,-37.2352883
04-07-2025,58.90389755,306.8376349,576.978811,2203.561114,4,-305.0598382,850.2501089,342.4456785,478.7539497,7908.49949,6743.541242,-236.5536411
05-07-2025,3240.829592,1112.524327,1996.85198,4893.171459,5,281.5703415,348.9242029,485.9914719,1186.991882,9631.955184,3711.257046,-1317.648306
06-07-2025,660.6593193,0,788.6335871,34485.22719,3,799.3014824,45694.55819,-3336.691253,11042.24966,5972.756633,28567.27326,830.6687457
07-07-2025,752.5835092,618.1146671,73.10324364,3101.750383,2,-262.7381495,-6850.49295,270.6754919,1426.220354,7886.269322,5186.703856,-1459.026199
08-07-2025,3609.454584,4288.92377,396.7688567,7359.388271,3,352.1443422,-3171.232605,966.8215719,2846.389514,11944.42941,5661.346446,-5865.010859
09-07-2025,0,682.2320848,705.8668498,1382.801939,2,-1198.599065,-213.5347353,-282.9958031,150.9908543,300,4314.817065,193.3056477
10-07-2025,543.8211165,327.5321586,-602.930887,2152.474382,2,1157.89383,-430.2587256,394.9248857,2442.72042,8622.771485,3435.289624,4.514204538
11-07-2025,183.5960575,101.1970343,219.3672842,3663.222302,1,180.7072331,1501.445094,-19.30173783,501.4931658,4649.285797,6417.317102,-400.1596125
12-07-2025,3142.926244,3191.044717,1231.068651,8046.364322,4,776.9779934,-1383.360416,935.4763785,1697.450616,12130.53894,2250.120222,-6521.885018
13-07-2025,0,274.5818184,-374.2767003,0.8,1,697.0815267,5.651345816,-202.3232252,150.9908543,300,3741.620193,-21.40928578
14-07-2025,147.3518879,0,-647.3866289,635.7557001,2,-306.3022528,-240.5798509,0.897510752,328.8460732,2174.848555,4548.767422,-852.2700843
15-07-2025,1929.961912,0,2073.557688,4471.272771,4,170.0995047,-1213.982074,967.4224096,1002.574984,6149.68439,4040.666055,863.4081985
16-07-2025,1283.123615,0,1636.752288,6603.955483,5,328.8009298,855.680677,671.0788499,1008.221261,8579.808714,3413.056893,2120.31573
17-07-2025,0,335.8859356,-413.5499207,1720.319441,4,-8.999276796,-564.4908619,-120.4667813,370.5557738,3199.001356,745,747.5116931
18-07-2025,148.9453046,713.3153556,-70.35962776,7107.36445,3,1693.315593,2.042670774,346.5633674,1599.38363,8828.463975,5770.97064,-491.5475994
19-07-2025,0,702.5045709,-303.5780396,666.5438304,4,-92.45196096,1938.386718,-279.2192734,1195.997328,6942.486667,8803.161579,1734.241033
20-07-2025,0,578.8532902,-972.5819188,7067.936609,3,2098.653291,395.006474,436.995614,1277.747511,11002.19878,8230.703297,592.8165935
21-07-2025,0,414.235039,770.7477593,682.0361881,6,-328.105949,877.892586,-271.3985848,1536.912629,4703.738618,7324.730945,1285.457467
22-07-2025,246.6111475,0,-881.4431838,8781.261004,3,1991.289036,132.0585479,232.4301393,1521.376304,7915.887881,5419.559817,-259.594018
23-07-2025,1658.426637,838.1584598,1411.395188,2257.790911,10,460.8015557,-768.5541973,202.2058056,1084.4757,11152.96595,8938.25246,-1031.277048
24-07-2025,952.1164424,7540.616202,-7176.596447,1577.978055,5,1177.482929,558.2239118,33.48394452,3129.692419,7072.716237,11383.30913,2453.831186
25-07-2025,2054.886966,0,2459.277116,31700.17836,3,248.2531176,-1597.473902,3733.995452,23502.00514,88826.2632,63419.34317,1292.766293
26-07-2025,2146.865718,327.2198568,986.4721762,4572.000113,2,-398.0458145,-347.9369613,671.2760431,525.7508202,7756.010382,2414.024336,-1965.512732
27-07-2025,684.7611479,0,323.34575,3247.905486,3,2010.968774,305.5379052,-555.2718318,2261.269885,10736.87219,16644.2192,397.8298705
28-07-2025,236.7161007,995.3258175,-483.6165977,1209.018321,4,1308.112208,3167.091176,-418.2454746,1880.13872,6257.369193,10720.18389,468.2682454
29-07-2025,0,0,444.5944919,22246.68242,2,-761.4048564,19367.87374,-187.0447506,150.9908543,23446.68925,23699.72881,-687.5272
30-07-2025,2804.438111,4157.540894,-560.4172753,230.6758333,5,584.6704253,97.09136932,-161.300591,842.2500635,39459.73325,39283.41074,-275.0976923
31-07-2025,1310.886397,44.88934867,855.868543,1278.019423,5,-12.9001145,-773.8659065,-71.54151222,631.2362803,7984.679152,9645.020381,1140.29102
01-08-2025,220.1341682,5132.024951,-5141.974071,206.597909,4,-181.7594264,-198.7231837,-435.9052499,1599.02872,5253.156845,8099.452597,494.2397934
02-08-2025,1262.779258,12303.23948,-11732.68708,0.8,4,-2134.716749,700.1278535,-2342.030008,4934.982641,5907.791578,23420.45851,-745.8303084
